#Word,polarity
sought_after,0.625
pragmatic,0.0625
err,-0.125
substantiation,0.1875
supporting_players,-0.125
cocarboxylase,0.125
forswear,-0.625
jack_of_all_trades,0.0625
industriousness,0.125
family_hydrocharitaceae,0.125
try-on,0.125
self-interest,-0.25
arcidae,-0.375
pluck,0.015625
cry_out_for,-0.5
robbery_conviction,-0.125
skimcoat,-0.125
haze,-0.0625
stodginess,-0.375
munch,-0.125
queen-size,-0.25
dowdily,0.25
distinctness,0.16666666666666666
chalky,0.125
hoggish,-0.125
deign,0.5
depopulated,-0.25
kabbala,0.25
always,-0.025
butterscotch,-0.125
disposed,0.25
wheelless,-0.5
bend,0.010416666666666666
muller,0.013888888888888888
applicability,0.25
demonstrator,0.08333333333333333
unspent,-0.125
smilax,-0.0625
wrinkle,-0.07142857142857142
deplore,-0.25
fugly,-0.75
unbleached,-0.75
stormily,-0.125
politic,0.25
bread-and-butter_issue,-0.25
ad_infinitum,-0.5
unaggressive,-0.625
rely,0.375
chyloderma,-0.5
fall_in_love,0.375
keratoderma_blennorrhagica,-0.75
rhyme,0.03125
ceremony,0.16666666666666666
agile,0.1875
myofibrilla,0.125
smoothed,0.25
plumb,0.08333333333333333
maladjusted,-0.375
manifest,0.15
angioedema,-0.5
glucose,0.25
god-awful,-0.5
duck-billed,-0.125
fixed_phagocyte,-0.625
windage,-0.0625
susurrant,-0.5
priggish,0.625
untainted,0.625
dm,-0.3125
purple-veined,0.375
perquisite,0.0625
unselfishness,-0.125
unprincipled,-0.0625
disintegrative,0.125
havoc,-0.5
obligingness,-0.25
do_a_job_on,-0.125
run-on,-0.375
vasculitis,-0.25
biserrate,0.25
stylistically,0.375
fiddle_with,0.375
hepatic_coma,-0.625
discorporate,-0.75
messy,-0.875
arrogator,-0.5
stalked,-0.125
nonmalignant_tumour,-0.125
floating_voter,-0.5
crabbed,-0.625
thankless,-0.625
antagonistically,0.25
escort,-0.041666666666666664
self-renunciation,0.125
lunette,0.0625
drunken,0.25
putrefacient,-0.625
academic,-0.03125
pretence,-0.35
harmonised,0.125
verbalisation,-0.125
stellar,0.1875
moon_curser,-0.25
lend_oneself,0.125
characterize,-0.0625
round-bottom,0.125
foursquare,0.09375
near_miss,0.375
superlative,0.375
small_indefinite_quantity,-0.5
uneducated,-0.5
adder's_tongue,0.125
favourableness,0.5
one_hundred_seventy-five,-0.125
tungstate,-0.125
disapproval,-0.1875
chiralgia,-0.5
distance,-0.015625
cord_blood,-0.5
starving,-0.1875
occupational_therapy,-0.75
hunchback,-0.0625
stewing,-0.0625
up_to_my_neck,0.125
gory,-0.5
muddleheaded,0.125
voltarean,0.375
battle_of_marston_moor,-0.25
buttermilk_biscuit,0.25
viscous,0.125
herpes_zoster,-0.4375
e,0.075
saviour,-0.125
upbringing,0.0625
ripened,0.25
discrepant,-0.7916666666666666
unsettle,0.25
socialization,0.125
blotted_out,-0.125
freeborn,0.25
galvanism,0.0625
undersexed,0.25
acute_kidney_failure,-0.25
krait,-0.125
contracting,-0.125
austrocedrus_chilensis,0.125
bear's_foot,-0.625
seneschal,0.5
resplendency,0.5
treble,0.05357142857142857
unpolished,-0.375
hypertensive,-0.1875
quarreller,0.25
antidote,-0.125
sceloglaux_albifacies,0.125
kinesis,-0.5
quick_temper,-0.5
unreconcilable,-0.5
hospice,-0.1875
fee_tail,-0.5
dapper,0.25
moral_excellence,-0.125
herb_garden,-0.125
explicable,0.625
fleet_admiral,0.375
might,-0.125
roman_a_clef,0.25
contrite,-0.75
unsexy,-0.625
packed,-0.0625
lucidity,0.1875
stimulated,-0.125
dropping,0.25
harmfulness,-0.5
tease,0.03125
capital_stock,0.0625
fallen,-0.09375
knight_errantry,0.0625
pathologic,-0.25
in-fighting,0.0625
optimism,0.25
line_of_fate,0.125
anginous,-0.5
socket,0.041666666666666664
hard-pressed,-0.625
christmas_cake,-0.375
golden_delicious,-0.125
mangy,-0.25
lockup,0.0625
inferior_court,0.125
rhizopodan,0.25
sphecoid,-0.125
nonaddictive,-0.25
cynosure,0.1875
comradeliness,0.11200000000000004
ungraded,-0.625
ulcerative,0.125
pestilent,-0.3125
anechoic,-0.625
bedim,-0.125
interject,-0.125
naturistic,0.125
fattish,0.25
antenatal,-0.125
forbidden_city,-0.0625
osteitis,-0.625
consortium,0.125
word_salad,-0.125
anionic,-0.25
petromyzon,-0.125
obtain,0.125
little_brother,-0.25
sententious,-0.1875
clothesless,0.25
tell_off,-0.625
commonweal,0.5
unmarketable,-0.4375
highly,0.5
lady-slipper,-0.5
pester,-0.125
vituperation,-0.5
myositis,-0.375
winsomely,0.125
perennial,0.03125
dichotomization,0.125
factious,-0.5
scale_leaf,0.125
wages,0.625
untasted,-0.5
divorced,0.25
transistor,0.25
insufficiency,-0.375
temporary,0.08333333333333333
temper,-0.09722222222222222
genus_cupressus,-0.125
pettishness,-0.5
phthiriidae,-0.375
male_erecticle_dysfunction,-0.5
daub,-0.0625
mesmerized,0.125
turn_away,-0.125
cancer,-0.025
dressed_to_kill,-0.25
act_up,-0.1875
panhandler,-0.125
election,0.1875
double_feature,-0.125
at_fault,-0.11200000000000004
aeon,0.041666666666666664
nanophthalmos,-0.125
unsex,-0.041666666666666664
fatal_accident,-0.125
teething,-0.25
nemertea,0.375
consent,0.125
cleome,-0.1875
twat,-0.0625
vishnuism,0.375
2-dimensional,-0.625
crystallized_ginger,-0.125
template,0.125
worn_spot,-0.125
blue_pike,0.125
bushido,-0.125
favourable_reception,0.375
fall_away,-0.4375
as_luck_would_have_it,0.5
botched,-0.75
highly_sensitive,-0.25
kookie,-0.375
good-humoredness,0.625
genus_phallus,0.25
purgatory,-0.1875
incised,0.25
pharmacist,0.125
circus,-0.08333333333333333
palm-shaped,0.125
cathartic,0.0625
hen,0.15625
cattail,0.25
limbed,-0.125
spiritual_world,0.375
hyperextension,0.25
saved,-0.1875
haemorrhoidectomy,0.125
dissimilar,-0.5
dysmenorrhea,-0.75
cordial,0.21875
blending,-0.0625
willing,-0.041666666666666664
juncaceae,-0.25
pyramidically,0.125
surfacing,0.125
inspired,0.875
out_of_whack,-0.125
k.e.,0.125
hatemonger,-0.5
clawed,-0.125
cyanamide,-0.1875
mighty,0.25
executive,0.0625
cold_turkey,0.125
informed,0.375
bunchy,0.25
detailed,0.5
introspectiveness,0.125
miscellaneous,0.0625
curative,0.4375
controlled,0.375
up,0.07142857142857142
sex_drive,0.25
petaloid,0.125
kerfuffle,-0.625
standard_procedure,0.25
eremitic,0.0625
churlish,-0.6875
hyponatremia,-0.5
mommy,0.875
unvarnished,-0.125
maudlin,0.125
aschelminthes,0.25
slattern,-0.375
sanies,-0.25
hot_potato,-0.625
inexhaustibly,0.375
spontaneously,0.1875
narcissistic_personality,0.375
scrounger,0.5
indefinable,-0.0625
unvaccinated,-0.5
argumentation,0.0625
interchangeable,0.25
strawman,-0.041666666666666664
deadly_sin,0.25
inhomogeneity,0.125
trophobiosis,-0.125
preferably,0.125
fisticuffs,-0.125
blowhard,0.125
for_sure,-0.1875
josh,-0.375
zion,0.08333333333333333
electrify,0.041666666666666664
zinc_deficiency,-0.75
blood_poisoning,0.5
straw_poll,-0.125
bubble,-0.041666666666666664
ground_swell,-0.0625
madhouse,-0.25
run_through,0.0625
borated,-0.25
calcitonin,-0.25
scunner,-0.125
practicably,0.125
unspecific,-0.125
flowery,0.1875
cognoscible,0.625
sup,-0.125
cheerful,0.6875
sallowness,-0.25
leech_onto,0.125
order_santalales,-0.5
bagatelle,0.041666666666666664
family_belonidae,0.125
bright,0.06818181818181818
perfumed,-0.1875
disillusioned,0.125
sunni,0.0625
after_all,-0.125
portable,0.08333333333333333
prehistorical,-0.125
interminably,-0.125
illusionary,-0.5
willies,-0.375
michelangelesque,0.5
weak_part,-0.125
heterodox,0.5
decorated,0.375
unchangeable,-0.125
nonliterate,0.125
stagger,-0.225
viable,0.4375
conversion_disorder,-0.5
potent,0.09375
hardbacked,-0.125
sound_asleep,-0.125
muumuu,-0.125
respiratory_distress_syndrome,-0.75
arability,0.125
meagre,-0.625
healing,0.4375
design,0.05357142857142857
leptorrhine,0.125
bowse,0.125
lukewarmness,0.0625
ayrshire,0.125
apprehensive,-0.2916666666666667
cretinism,-0.5
orthogonal,-0.16666666666666666
reality,0.125
hardheaded,-0.0625
excitingly,0.375
noonan's_syndrome,-0.5
visit,-0.04807692307692308
brain_disorder,-0.375
monish,0.1875
immanence,-0.25
templetonia_retusa,0.125
alarmist,-0.125
defog,0.5
trademark,-0.0625
unnoticed,-0.125
glamorise,0.25
rough,-0.3472222222222222
salvinia_rotundifolia,0.375
lugubriousness,-0.875
spinal,-0.1875
languidly,0.25
flicker,-0.020833333333333332
wonderer,-0.0625
telltale,-0.0625
effortless,-0.125
beholden,0.625
cinnamon-scented,-0.25
posterior_vein_of_the_left_ventricle,0.125
shrew,-0.4375
coffee_fungus,-0.375
geologically,0.125
gung_ho,0.5
genus_picus,-0.125
line_of_least_resistance,-0.125
senseless,-0.34375
nonruminant,-0.25
order_mallophaga,-0.625
interlocutory,0.125
intermediate_vector_boson,-0.125
perplex,-0.125
peronospora_hyoscyami,-0.375
sad,-0.625
fungi,-0.125
report,0.028846153846153848
crack-up,-0.375
mercedario,0.125
watermelon-shaped,0.375
hardy,0.1
visually,0.25
scurrilous,-0.875
inflationary,-0.125
meager,-0.625
buy,0.1875
saver,-0.25
reinforcing_stimulus,0.125
kaiser_bill,-0.25
unemployed_person,-0.25
preferentially,0.25
tutelar,0.25
dissimilitude,-0.5
steatorrhea,-0.25
family_arcidae,-0.375
family_alstroemeriaceae,-0.25
calibration,0.125
unexcelled,-0.375
unseasonable,-0.6875
wannabee,0.125
judgment_in_rem,0.375
all-encompassing,0.375
defecation_reflex,-0.125
hegira,0.125
gigacycle,-0.125
spirt,-0.041666666666666664
performance,0.075
move_up,0.0625
unruly,-0.25
manna_from_heaven,0.1875
full_treatment,-0.125
wear_and_tear,0.125
heterokontae,-0.125
land,0.006944444444444444
hylophylax_naevioides,0.375
bed_wetter,-0.5
putative,0.125
double_cross,-0.0625
mustard_agent,-0.25
mesmerise,0.0625
homophile,0.1875
teddy_boy,-0.5
throw_out,0.025
unlittered,-0.5
genus_helvella,-0.125
unperplexed,-0.75
soft-witted,0.125
typic,0.125
rarified,0.1875
nonetheless,-0.375
rheumy,-0.0625
plausibility,0.375
uniform,-0.020833333333333332
ill,-0.5555555555555556
learning_ability,0.25
hyperemesis_gravidarum,-0.5
roast_lamb,0.75
non-ionic_detergent,-0.5
stagily,0.125
accepting,0.25
obovate,0.25
burred,-0.375
word_finder,-0.125
cilantro,-0.125
pyramidal,0.125
demure,0.5
outclassed,-0.375
unexplorative,-0.125
tolerant,0.225
mitzvah,0.25
mental_faculty,0.125
un-american,-0.375
agree,0.23214285714285715
bald-pated,-0.125
schmooze,-0.1875
lard,0.041666666666666664
dank,-0.25
tinge,-0.03125
fucoid_algae,-0.125
acellular,-0.5
ulcer_diet,-0.125
uplift,0.075
chirography,0.625
illustriousness,0.25
daisylike,0.125
sleeveless,-0.25
inextricably,0.25
tomboy,0.25
submersible,0.08333333333333333
yellow_spot_fungus,-0.375
gargantuan,0.375
unsufferable,0.375
dusty,-0.5625
baddie,-0.25
joyless,-0.625
offended,-0.25
terror,-0.21875
dissatisfy,0.125
patch,-0.019230769230769232
educational_activity,0.25
mold,0.008928571428571428
blue-black,-0.125
scotopic_vision,0.25
anatomize,0.1875
neoprene,-0.625
unvulcanised,-0.375
ready_and_waiting,0.25
souffle-like,-0.25
evaluation,0.0625
alger,0.125
filled,0.08333333333333333
moeller's_glossitis,-0.75
remunerative,0.375
widow,-0.3125
operative,0.14583333333333334
rush,-0.0390625
violet-pink,-0.25
playboy,0.125
substantive,0.03125
wilfulness,-0.5
hiatus,-0.041666666666666664
throe,-0.875
maintained,0.4375
proteidae,-0.25
eminently,0.375
rumpelstiltskin,-0.375
frigidly,-0.375
bluntly,0.25
retrofit,-0.075
quenched,-0.1875
well-knit,0.375
sportively,0.625
megatheriid,-0.125
take_a_dive,-0.125
releasing_hormone,0.25
uria,-0.125
skepticism,0.3125
undefended,-0.625
youth,0.041666666666666664
catatonia,0.0625
williams_syndrome,0.125
voider,-0.03125
mesomorphic,0.25
appetite,-0.25
beggar,-0.125
goth,-0.125
subterranean,-0.0625
tropical_sore,-0.5
raining,-0.25
ambient,0.375
sinking_feeling,-0.375
albinal,-0.5
death_cup,0.125
gloriously,0.0625
ass-kisser,-0.125
remarkably,0.0625
rara_avis,0.125
melting_pot,0.125
ablaut,0.5
syntax_error,-0.5
perfume,0.0625
regional_enteritis,-0.625
ruefulness,-0.875
lined,-0.20833333333333334
nervy,-0.16666666666666666
archilochus_colubris,0.375
vertebral_vein,-0.125
fumaric_acid,-0.125
unobserved,-0.125
intricacy,0.5
dependence,0.0625
brokenheartedness,-0.625
claustrophobe,-0.125
discriminative,0.625
likeness,-0.0625
holler,-0.1
good-humored,0.75
replication,-0.10714285714285714
favourable_position,0.625
paralytic,-0.375
minimise,0.125
gloved,-0.25
flatness,0.125
homiletic,0.25
coarse,-0.18533333333333335
copernican,0.3125
propelling,0.75
mephaquine,-0.5
noticed,0.125
pseudomonodaceae,0.125
devoid,-0.25
petrol_station,0.25
intellectual_nourishment,-0.125
temporal,-0.08333333333333333
recuperate,0.0625
plaque,-0.0625
feodor_dostoevski,-0.625
remittent,-0.625
anomalist,0.125
backlighting,-0.125
be_intimate,0.25
soft_news,-0.5
xanthomonas,-0.25
audibly,0.375
turmoil,-0.3333333333333333
bonheur,0.875
piercingly,-0.125
poetic_justice,-0.25
enchanted,0.375
exchangeable,0.5833333333333334
esurient,-0.08333333333333333
family_sphecidae,-0.25
contestable,0.625
hermetically,0.125
marketable,0.2916666666666667
indigestible,-0.625
wild-eyed,-0.1875
gallant,0.22916666666666666
for_all_intents_and_purposes,0.125
venerable,0.4375
syncretical,0.0625
allergic_reaction,-0.125
stoutheartedness,0.5
unassisted,-0.1875
kingdom,-0.041666666666666664
neutralize,-0.08333333333333333
undiscriminating,0.125
constructive_fraud,0.25
bogie,-0.05600000000000002
shaft_louse,0.625
fertile,0.53125
valeric_acid,0.125
restiveness,-0.0625
deaf-mute,-0.25
meliphagidae,-0.125
used,0.08333333333333333
nihilism,0.125
configurationism,0.125
pipe_of_peace,-0.125
nickel-cadmium_accumulator,-0.5
conviviality,0.0625
adult_education,-0.625
truant,-0.125
excusable,0.5
operational,0.0625
honduras_mahogany,0.125
damp,-0.020833333333333332
unheard-of,-0.375
push-down_queue,0.375
in_a_heartfelt_way,0.625
genus_lactobacillus,-0.125
flesh-eating,-0.125
scrupulousness,0.4375
up_to_her_neck,0.125
the_devil,-0.625
high-handedness,0.125
organisation,0.03571428571428571
ambrosia_trifida,0.25
attest,0.125
conscienceless,-0.25
cock-a-hoop,-0.25
undefendable,-0.625
crashing,-0.125
zubird,-0.375
acoustics,0.125
firmness,0.15625
doleful,-0.75
recovering,0.25
scientific_instrument,0.125
inferior_cerebellar_artery,-0.5
week_after_week,-0.125
nonastringent,-0.375
regular_convex_solid,0.125
genus_raphus,-0.125
unbelted,-0.125
uninstructively,-0.125
scam,-0.125
unshuttered,-0.75
renovation,0.3125
ineligibility,-0.125
homoerotic,0.375
lissome,0.25
dharma,-0.125
hollywood,-0.15
hoofing,0.125
lauder,0.25
crier,-0.08333333333333333
retch,-0.25
disadvantaged,-0.375
groggy,-0.5
tilled,-0.125
toxemia_of_pregnancy,-0.125
honestness,0.125
chanceful,-0.375
misbegotten,-0.25
unpainted,-0.6875
jostle,-0.125
delhi_boil,-0.5
ecologic,-0.1875
frolic,0.0625
mossback,-0.375
looseleaf,0.25
unfettered,-0.375
maltreater,-0.25
boilers_suit,-0.125
self-centered,0.375
as_usual,0.375
earthbound,-0.0625
blasphemously,0.25
engrossing,0.5
unrhymed,-0.5
gutsy,-0.625
redeemable,-0.125
class_trematoda,0.125
puffed_rice,-0.5
repetitious,-0.25
reflux,-0.0625
heterometabolism,0.5
complaintive,-0.75
aditi,-0.125
indubitable,0.375
affirmer,0.25
out_of_wedlock,-0.125
open_university,-0.25
tedium,-0.25
razing,0.1875
primo,0.3125
unsealed,-0.625
candy-scented,-0.25
unredeemable,-0.75
rumpus,-0.125
therewithal,-0.25
twirp,-0.125
unelaborated,0.375
breadth,0.0625
kowtow,0.08333333333333333
arouse,0.19642857142857142
stirring,0.28125
acceptant,0.25
supposable,0.125
erudition,0.375
prancer,0.125
cant,-0.020833333333333332
shucks,-0.25
overcompensation,-0.4375
expressiveness,-0.375
rave,0.2
white_russian,-0.125
vindicated,0.625
lazar_house,0.25
scarf,0.025
omnidirectional,-0.125
last_out,0.125
convenience,0.15625
fulgurant,0.25
historicalness,0.125
standing_ovation,0.125
unforeseen,-0.25
endurable,-0.625
flout,-0.375
unbalconied,-0.5
chronograph,0.125
ageism,0.125
revelry,-0.125
shoe_collar,-0.125
dissonant,-0.375
solemness,-0.125
culpable,-0.875
clearway,-0.5
dissolution,0.05
ci,-0.125
inextricable,-0.625
unmelodic,-0.125
gerard_manley_hopkins,0.125
digitately,0.5
brainiac,0.5
psychomotor_epilepsy,-0.5
gracilariidae,0.25
cagey,0.375
aphonic,-0.75
observing,0.5
shillyshally,0.08333333333333333
halloo,0.08333333333333333
third-rate,-0.375
insistent,-0.0625
croupy,0.125
squared,0.125
psychotic,-0.5625
savouring,-0.125
farm_out,0.0625
polygenic_disease,0.375
titular,-0.025
milo,-0.125
nonprofessional,-0.625
green_corn,0.0625
incalculable,-0.5
way,0.009615384615384616
creditably,0.125
cerebellar_hemisphere,0.25
indirect_lighting,-0.125
tarantula,-0.125
cause_of_death,-0.375
critical_analysis,0.5
genus_otaria,-0.125
infected,-0.625
sissyish,0.125
microwave_bomb,-0.125
trashiness,-0.375
judiciousness,0.5
eruditeness,0.375
viewless,-0.625
dodo,-0.0625
fanatical,-0.125
namtaru,-0.5
misrule,-0.25
too-careful,0.5
foreshow,0.5
beakless,-0.625
nonelective,-0.5
rock_bottom,0.125
mangily,0.25
shortbread_cookie,0.125
sapidness,0.125
oblanceolate,0.375
disappear,-0.1875
bellyful,-0.625
constrained,-0.5
torturer,-0.75
goddamned,-0.125
floater,-0.09375
dead,-0.25
wrapper,-0.041666666666666664
parr,0.041666666666666664
moratorium,0.1875
strip,-0.019736842105263157
pressor,-0.125
guardedly,0.125
surpliced,-0.5
aneroid_barometer,-0.125
ferment,0.03571428571428571
propellant,0.375
herpes_simplex_2,-0.125
lordly,0.0625
psychomotor_development,0.125
favored,0.25
stealth_bomber,-0.75
brusque,-0.125
plaguily,-0.25
antivenene,-0.125
dearest,0.125
safety-related,0.25
curfew,0.041666666666666664
deceitfulness,0.25
fiction,-0.375
uncaring,-0.125
family_nitrobacteriaceae,0.125
reverse_polish_notation,0.125
tetartanopia,0.125
excite,-0.0625
slovenly,-0.5
moralise,0.20833333333333334
keratinise,-0.0625
hungarian_pointer,0.125
outlawry,-0.125
metrazol_shock_treatment,-0.25
champagne,-0.0625
scant,-0.125
dispatch,-0.05555555555555555
supernova,-0.25
sex_appeal,0.375
needled,-0.25
chinese_puzzle,0.125
discombobulated,-0.125
genus_dactylopius,-0.125
unplowed,0.25
athletic_wear,-0.25
junk_heap,-0.25
starting_time,0.125
impuissant,-0.375
ruthless,-0.75
unmusical,-0.3333333333333333
elated,0.25
unforceful,-0.5
chief,0.09375
all-devouring,-0.125
eumenides,-0.125
needful,0.125
institutionalise,0.25
further,0.0625
labrocyte,-0.125
cuterebra,-0.125
proterozoic,0.0625
congratulations,1.0
barrator,-0.25
adjunct,-0.125
unenthusiastic,-0.25
tameable,0.625
veterinary_medicine,-0.125
